"","BLOCK","Fertilizer","Mowing","Ditch","treatment","QUADRAT..","DATA.TYPE","Year","alpha","H","D1","J"
"1133",7,1,0,1,"F",41,"p cover",2017,7,1.7294062445367,0.779767794287697,0.888739002351303
"1134",7,1,0,1,"F",42,"p cover",2017,7,1.78828465523529,0.816512298889921,0.918996520010678
"1135",7,0,1,1,"M",85,"p cover",2017,14,1.84005171434848,0.725830415578856,0.697238250074976
"1136",7,0,1,1,"M",86,"p cover",2017,13,1.98600705541905,0.807480385305445,0.774287043774055
"1137",7,0,1,1,"M",87,"p cover",2017,18,2.49510482355769,0.902739867442346,0.863247025833736
"1138",7,1,1,1,"MF",88,"p cover",2017,12,1.46639010681514,0.628755096891048,0.590118790555066
"1139",7,1,1,1,"MF",89,"p cover",2017,11,1.65586957553849,0.751497591249318,0.690551248973467
"1140",7,1,1,1,"MF",90,"p cover",2017,11,1.57151794941409,0.68050401762716,0.655373888610285
"1141",8,0,0,0,"C",43,"p cover",2017,5,1.22577751702406,0.653923130193906,0.761618393324785
"1142",8,0,0,0,"C",44,"p cover",2017,12,1.97727246162146,0.804530961328494,0.79571297448544
"1143",8,0,0,0,"C",45,"p cover",2017,18,2.43712987358566,0.88620943782349,0.843189069685482
"1144",8,1,0,0,"F",46,"p cover",2017,8,1.69588932939397,0.753100881720719,0.815550375137729
"1145",8,1,0,0,"F",47,"p cover",2017,14,1.85326499758609,0.751266828328683,0.702245069399942
"1146",8,1,0,0,"F",48,"p cover",2017,9,1.40202305531022,0.603722812119621,0.638088190789285
"1147",8,0,1,0,"M",91,"p cover",2017,15,1.87790661478172,0.757081297917885,0.6934533983223
"1148",8,0,1,0,"M",92,"p cover",2017,18,2.31177423624729,0.85382730955014,0.799818995577916
"1149",8,0,1,0,"M",93,"p cover",2017,21,2.49775651724108,0.892309846760028,0.820409955365218
"1150",8,1,1,0,"MF",94,"p cover",2017,14,1.72474992405538,0.730955812040261,0.653547728842568
"1151",8,1,1,0,"MF",95,"p cover",2017,15,1.92584332280142,0.794627593731976,0.711154956439721
"1152",8,1,1,0,"MF",96,"p cover",2017,20,2.55291161825047,0.902290862927557,0.852182833822404
